Vocab,ไทย,Japanese,gosho number,Reference,,,,,,,,,,,,,,,,,,,,,
observation of the mind,,kanjin （観心）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Object of Devotion for Observing the Mind, The",,Kanjin-no-honzon-shō （観心本尊抄）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Treatise on the Observation of the Mind, The",,Kanjin-ron （観心論）: ,,,,,,,,,,,,,,,,,,,,,,,
Freely Perceiving,,Kanjizai-bosatsu （観自在菩薩）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
ceremony of anointment,,kanjō （灌頂）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kuan-ting,,Kanjō （灌頂）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Buddha Joy Increasing (See Possessor of Virtue),อภิรติอารยพุทธะ,Kanki-zōyaku-nyorai （歓喜増益如来）: ,"13, 88",Dict_app_J,,,,,,,,,,,,,,,,,,,,,
cold-suffering bird,,kanku-chō （寒苦鳥）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
world of endurance,,kannin-sekai （堪忍世界）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
mystic principle of responsive communion (See ten mystic principles),,kannō-myō （感応妙）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Perceiver of the World’s Sounds chapter,บทพระอวโลกิเตศวร,Kannon-bon （観音品）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Perceiver of Sounds,,Kannon-bosatsu （観音菩薩）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Profound Meaning of the “Perceiver of the World’s Sounds” Chapter, The",,Kannon-gengi （観音玄義）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Perceiver of the World’s Sounds Sutra,อวโลกิเตศวรสูตร,Kannon-gyō （観音経）: ,13,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Perceiver of the World’s Sounds,พระอวโลกิเตศวร,Kannon（観音菩薩）; Kanzeon（観世音菩薩）,13,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Shītavana,,Kanrin （寒林）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
amrita,น้ำอมฤต,kanro （甘露）: ,"12, 40, 127",Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Amritodana,,Kanrobonnō （甘露飯王）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kanroku （観勒）,,Kanroku （観勒）,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kan-chiang,,Kanshō（干将）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Perceiver of the World's Sounds,พระอวโลกิเตศวร,Kanzeon-bosatsu,2,,,,,,,,,,,,,,,,,,,,,,
Perceiver of the World’s Sounds,พระอวโลกิเตศวร,Kanzeon-bosatsu （観世音菩薩）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Bodhisattva Perceiver of the World’s Sounds chapter,บทพระอวโลกิเตศวรโพธิสัตว์,Kanzeon-bosatsu-bon （観世音菩薩品）,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Universal Gateway of the Bodhisattva Perceiver of the World’s Sounds chapter,บทสมันตมุขปริวรรตของพระอวโลกิเตศวร,Kanzeon-bosatsu-fumon-bon （観世音菩薩普門品）: ,23,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kanzeon-ji （観世音寺）,,Kanzeon-ji （観世音寺）,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Kharadīya, Mount",,Karada-sen （伽羅陀山）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Pakudha Kacchāyana,,Karakuda-kasennen （迦羅鳩駄迦旃延）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
kalakula insect,แมลงกะลากุล,karakura （迦羅求羅）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kalandaka,,Karanda （迦蘭陀）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Kāli, King",พระเจ้ากลิ,Kari-ō （迦利王）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kāli,,Kari-ō（迦梨王）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Harivarman,,Karibatsuma （訶梨跋摩）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kālodāyin,พระกาฬุทายี,Karudai （迦留陀夷）: ,30,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kālodāyin,พระกาฬุทายี,Karudai（迦留陀夷）,30,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
garuda,ครุฑ,karura （迦楼羅）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
kalavinka,,karyōbinga （迦陵頻伽）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Chia-ts’ai (See Treatise on the Pure Land, The [2] )",,Kasai （迦才）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kansu Corridor (See Tun-huang),,Kasei-kairō （河西回廊）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kātyāyana,พระกัจจายนะ,Kasennen （迦旃延）: ,21,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kātyāyana,พระกัจจายนะ,Kasennen（迦旃延）,21,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Kāshī,,Kashi-koku （迦尸国）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kāshyapa (1),,Kashō-bosatsu （迦葉菩薩）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kāshyapa (2),,Kashō-butsu （迦葉仏）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kāshyapa,,Kashō-dōji（迦葉童子菩薩）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Kāshyapa Mātanga,พระกาศยปมาตังคะ,Kashō-matō （迦葉摩騰）: ,10 /15/ 62,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
flame-emitting meditation,,kashō-zammai （火生三昧）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Chia-shang,เจียฉาง,Kashō（嘉尚）,30,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Li Ling,หลี่หลิง,Ri Ryō（李陵）,"62, 67",appendix F,,,,,,,,,,,,,,,,,,,,,
Kāshyapa,กัสสปะ ,Kashō（迦葉仏）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Kāshyapīya school,,Kashōi-bu （迦葉遺部）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kāshyapa Mātanga,,Kashōmatō（迦葉摩騰）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Kashmir,,Kashumira-koku （迦湿弥羅国）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kātyāyanīputra,,Kataennishi （迦多衍尼子）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
burning house,,kataku （火宅）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
parable of the burning house,,kataku-no-tatoe （火宅の譬）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kataumi （片海）,คาตาอุมิ,Kataumi （片海）,17,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kārttika,พระกาตติกา,Katei-ō（迦帝王）,83,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
karma mandala,,katsuma-mandara （羯磨曼荼羅）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Vaisheshika school (See Ulūka),,Katsuron-ha （勝論派）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kalinga (See Ashoka),,Katsuryōga-koku （羯陵伽国）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Kawanobe, the lay priest of",คาวาโนเบะ,Kawanobe-no-nyūdō （河野辺の入道）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
path of fire (See three paths [2] ),อัคคีคติ,kazu （火途）: ,8,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
birth by transformation (See four forms of birth),,ke-shō （化生）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
truth of temporary existence (See three truths),ขอใส่ไว้ก่อนค่ะ temporary existence คือ โลกียภาวะ พบคำนี้ในเรื่องที่ 88,ke-tai （仮諦）: ,,,,,,,,,,,,,,,,,,,,,,,
anointment ceremony to establish a relationship between the individual and the Buddha (See ceremony of anointment),,kechien-kanjō （結縁灌頂）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
heritage of the Law,,kechimyaku （血脈）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Hua-tu-ssu temple (See Three Stages school),,Kedo-ji （化度寺）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
four teachings of method,,kegi-no-shikyō （化儀の四教）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
On the Formalities,,Kegi-shō （化儀抄）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Flower Garland,อวตังสก,Kegon （華厳宗）,2,WND1_app_j,,,,,,,,,,,,,,,,,,,,,
Flower Garland Sutra,อวตังสกสูตร,Kegon （華厳宗）,"8, 27, 0101",WND1_app_j,,,,,,,,,,,,,,,,,,,,,
Flower Garland Sutra,,Kegon-gyō （華厳経）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Flower Garland period,,Kegon-ji （華厳時）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Flower Garland school,นิกายอวตังสก,Kegon-shū （華厳宗）: ,39,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Annotations on the Flower Garland Sutra, The",อรรถกถาพุทธาวตังสกมหาไพบูลยสูตร ,Kegongyō-sho （華厳経疏）: ,30,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Delving into the Profundity of the Flower Garland Sutra,,Kegongyō-tangen-ki （華厳経探玄記）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
four teachings of doctrine,4 คำสอนทางด้านหลักธรรม,kehō-no-shikyō （化法の四教）: ,13,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Ching K’o,จิงเคอ,Kei Ka（荊軻）,"12,38",WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Emperor Hui,จักรพรรดิฮุ่ย,Kei-tei（恵帝）,30,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
parable of the bright jewel in the topknot,,keichū-myōju-no-tatoe （髻中明珠の譬）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kashmir,,Keihin-koku （罽賓国）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Meditation Master Kuei-feng (See Tsung-mi),,Keihō-zenji （圭峰禅師）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kaukkutika school (See eighteen Hinayana schools),,Keiin-bu （鶏胤部）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Hui-kuo,ฮุยกัว,Keika （恵果）: ,76,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Hui-kuo,,Keika（恵果）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Ching-hsi,จิ้งชี,Keikei （荊渓）: ,76,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Ching-hsi,,Keikei（荊渓）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Ch’ing-chao (See Outside-the-Mountain school),,Keishō （慶昭）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Kukkutapāda, Mount",,Keisoku-sen （鶏足山）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Ching-te Era Record of the Transmission of the Lamp, The",บันทึกแห่งการสืบทอดฉบับจิ่งเต๋อ ,Keitoku-dentō-roku （景徳伝灯録）: ,55,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kukkutārāma Monastery,"วัดกุกกุฏาราม

",Keizuma-ji （鶏頭摩寺）: ,70,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Mahīshāsaka school,,Keji-bu （化地部）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
phantom city,ปราสาทเนรมิต,kejō （化城）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
parable of the phantom city and the treasure land,,kejō-hōsho-no-tatoe （化城宝処の譬）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
parable of the phantom city,การเปรียบเทียบเรื่องปราสาทเนรมิต,kejō-yu （化城喩）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Parable of the Phantom City chapter,,Kejōyu-hon （化城喩品）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Flower Glow,พระปัทมประภา,Kekō-nyorai （華光如来）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Truth-Revealed Lotus school,,Kempon Hokke-shū （顕本法華宗）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
way of insight,,ken-dō （見道）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Wise Kalpa,ภัทรกัป ,Ken-gō （賢劫）: ,66,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Emergence of the Treasure Tower chapter,บทการปรากฎให้เห็นของหอรัตนะ,Ken-hōtō-hon （見宝塔品）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
impurity of thought (See five impurities),มลทินแห่งทิฏฐิ,ken-joku （見濁）: ,10,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Clarification of “The Nembutsu Chosen above All,” A(See Ryūkan)",การเลือกสุขาวดีเหนือคำสอนอื่นใด (ชื่อหนังสือ) ของสงฆ์โฮเน็น,Ken-senchaku （顕選択）: ,2,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"combining, excluding, corresponding, and including",,ken-tan-tai-tai （兼但対帯）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
illusions of thought (See illusions of thought and desire),,ken-waku （見惑）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Bhadraruchi,,Ken’ai-ronji （賢愛論師）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Scholar Bhadraruchi,,Ken’ai-ronji（賢愛論師）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Sāramati,พระสารมติโพธิสัตว์,Ken’e （堅慧）: ,39,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
conspicuous benefit,บุญกุศลที่ปรากฏชัด,ken’yaku （顕益）: ,"43, 47",Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kenchō-ji （建長寺）,วัดเค็นโชจิ,Kenchō-ji （建長寺）,16,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kanthaka (See Chandaka),,Kenchoku （犍陟）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Bhadrayānīya school (See eighteen Hinayana schools),,Kenchū-bu （賢冑部）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
gandha,,kenda （乾陀）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Gandhara,,Kendara-koku （健駄羅国）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
gandharva,,kendatsuba （乾闥婆）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
greed and stinginess,,kendon （慳貪）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Sutra on the Wise and the Foolish,,Kengu-kyō （賢愚経）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
stage of embracing the Lotus Sutra and practicing the six pāramitās (See five stages of practice),,kengyō-rokudo-hon （兼行六度品）: ,94,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
illusions of thought and desire,ความหลงแห่งทัศนะและกิเลส,kenji-waku （見思惑）: ,"12, 13, 30",Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Clarification of the Precepts, A",นิยามเรื่องศีล,Kenkai-ron （顕戒論）: ,30,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
exoteric teachings,,kenkyō （顕教）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Sāramati,,Kenne （堅慧）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Sāramati,,Kenne（堅慧）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
garment-suspending demon,ผีตาที่แขวนเสื้อผ้า,kenneō （懸衣翁）: ,137,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kennin-ji （建仁寺）,วัดเคนนินจิ,Kennin-ji （建仁寺）,30,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
explicit indeterminate teaching (See four teachings of method),,kenro-fujō-kyō （顕露不定教）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kenshin （顕真）,พระเค็นชิน,Kenshin （顕真）,30,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Chien-ch’u-ssu temple (See K’ang-seng-hui),,Kensho-ji （建初寺）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Clarification of Doctrine, A",,Kenshū-ron （顕宗論）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
mystic principle of relationship (See ten mystic principles),,kenzoku-myō （眷属妙）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Heaven of Enjoying the Conjured,,Keraku-ten （化楽天）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Pātaliputra,,Keshi-jō （華氏城）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
mustard-seed kalpa,,keshi-kō （芥子劫）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
transformation body,,keshin （化身）: ,,,,,,,,,,,,,,,,,,,,,,,
reduce one’s body to ashes and annihilate one’s consciousness,เผากายดับญาณ  {เผาร่างกายให้เป็นเถ้าแล้วทำให้จิตใจดับสูญ},keshin-metchi （灰身滅智）: ,39,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
transfer of the essence of the Lotus Sutra,ส่งมอบหัวใจสำคัญของสัทธรรมปุณฑริกสูตร,ketchō-fuzoku （結要付嘱）: ,39,,,,,,,,,,,,,,,,,,,,,,
Flower Virtue (See “Bodhisattva Wonderful Sound” chapter),,Ketoku-bosatsu （華徳菩薩）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Flower Virtue,พระปัทมศรี ,Ketoku（華徳仏）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
King Chieh,เจี๋ยอ๋อง (แห่งราชวงศ์เซี่ย),Ketsu-ō（桀王）,30,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
determinate groups,กลุ่มที่มีกุศลพีชะ,ketsujō-shō （決定性）: ,47,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Buddhist Councils,,ketsujū （結集）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
heritage of the Law,,ketsumyaku （血脈）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Path of blood (See three paths [2] ),โลหิตคติ,ketsuzu （血途）: ,8,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Lotus Treasury World,,Kezō-sekai （華蔵世界）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
demon,,ki （鬼）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
demon-like beings ,อสุรเทพ,ki jin,9,,,,,,,,,,,,,,,,,,,,,,
Ch’i Li-chi,,Ki Riki（綺里季）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Demon Eloquence,พราหมณ์อสุรวัจน์,Kiben-baramon （鬼弁婆羅門）: ,"30, 49",Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Demon Eloquence,ปีศาจโวหาร ,Kiben（鬼弁婆羅門）,30,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
prophecy of future enlightenment,,kibetsu （記別）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Prāsangika school,,Kibyūronshō-ha （帰謬論証派）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
kusha grass,หญ้ากุศะ,kichijō-sō （吉祥草）: ,30,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Auspicious,,Kichijō-ten （吉祥天）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Chi-tsang,,Kichizō （吉蔵）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Chi-tsang,พระจี๋จ้าง,Kichizō（吉蔵）,"7, 30",WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Kucha,,Kiji （亀茲）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
spirits,อสุรเทพ,kijin （鬼神）: ,2,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kizil caves,,Kijiru-sekkutsu （キジル石窟）:,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Gladly Seen,,Kiken-bosatsu （喜見菩薩）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Joyful to See,,Kiken-jō （喜見城）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Gladly Seen,วิมลทัตตา ,Kiken（喜見菩薩）,27,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
K’uei-chi,กุ้ยฉือ,Kiki （窺基）: ,30,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
K’uei-chi,กุ้ยฉือ,Kiki（窺基）,30,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Kinkara,,Kikkaya （吉迦夜）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Root of Joy,พระประสันเนนทรีย์,Kikon-biku （喜根比丘）: ,7,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
the monk Root of Joy,พระประสันเนนทรีย์,Kikon（喜根比丘）,61,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Kimbara,,Kimbara-hokkyō （金原法橋）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
demon gate (See Enryaku-ji),,kimon （鬼門）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
devotion; dedicating one’s life (See Nam-myoho-renge-kyo),,kimyō （帰命）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Chin-ko-ssu temple (See Han-kuang),,Kinkaku-ji （金閣寺）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
kimnara,,kinnara （緊那羅）:,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Emperor Ch’in-tsung,จักรพรรดิชิ้นจง,Kinsō-tei（欽宗帝）,66,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
"Hiranyavatī (Also, Ajitavatī. )",หิรัญวดี (อจิรวดี แต่บางตำราบอกว่าเป็นแม่น้ำที่แตกต่างกัน),Kiren-ga （熈連河）: ,13,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kriki,พระเจ้ากิกี,Kiriki-ō （訖哩枳王）: ,79,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kriki,,Kiriki-ō（訖利季王）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Krita,,Kirita-ō （訖利多王）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Krita,,Kirita-ō（訖利多王）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Chi-cha,,Kisatsu（季札）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
corpse-raising demon (See vetāda),,kishi-ki （起屍鬼）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Mother of Demon Children Sutra (See Mother of Demon Children),,Kishimo-kyō （鬼子母経）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Mother of Demon Children,นางยักษ์หาริตี,Kishimojin （鬼子母神）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Mother of Demon Children,นางยักษ์หาริตี,Kishimojin（鬼子母神）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Awakening of Faith,,Kishin-ron （起信論）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Emperor Hui-tsung,จักรพรรดิฮุ่ยจง,Kisō-tei（徽宗帝）,34,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Emperor Jimmu,จักรพรรดิจิมมุ ,Kisō-tei（徽宗帝）,28,,,,,,,,,,,,,,,,,,,,,,
Drinking Tea to Improve Health and Prolong Life(See Eisai),,Kissa-yōjō-ki （喫茶養生記）:,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Auspicious Virtue (See six ministers),,Kittoku （吉徳）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kiyomizu-dera （清水寺）,,Kiyomizu-dera （清水寺）,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
kalpa,กัป,kō （劫）: ,2,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
gandha,,kō （香）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Hung Yen,หงเหยียน(จีนกลาง),Kō En（弘演）,"13,23,24,30",WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Hu Hai,,Ko Gai（胡亥）,,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
in open space,ในอากาศ,ko ku,48,,,,,,,,,,,,,,,,,,,,,,
Huang Ti,หวงตี้ / จักรพรรดิเหลือง,Kō Tei（黄帝）,13,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Hsiang Yü,(นายพล) เซี่ยงหวี่,Kō U（項羽）,30,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
"Kō, the lay nun of",,Kō-ama （国府尼）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Further Anthology of the Propagation of Light, The",,Kō-gumyō-shū （広弘明集）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
City of Fragrances,,Kō-jō （香城）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
impurity of the age (See five impurities),,kō-joku （劫濁）:,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Kō, the lay nun of",,Kō-no-ama （国府尼）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Kō, the lay priest of",,Kō-nyūdō （国府入道）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
"Fragrant, Mount",,Kō-sen （香山）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
hall of fragrance (See gandha),,kō-shitsu （香室）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Light Sound Heaven,,Kō’on-ten （光音天）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
kōan （公案）,ปีโคอัน,kōan （公案）,161,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kōben （高弁）,,Kōben （高弁）,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kōbō （弘法）,"ท่านโคโบ, พระโคโบ",Kōbō （弘法）,7,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Emperor Kuang-wu,จักรพรรดิกวงอู่,Kōbu-tei（光武帝）,101,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
Kōchi （広智）,,Kōchi （広智）,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
long broad tongue,พระชิวหาที่ยาวและกว้าง,kōchō-zetsu （広長舌）: ,39,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kuntī,นางกุนตี,Kōdai-nyo （皐諦女）: ,45,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
Kuntī,นางกุนตี,Kōdai-nyo（皐諦女）,45,WND1_app_F,,,,,,,,,,,,,,,,,,,,,
lecture hall,,kōdō （講堂）: ,,Dict_app_J,,,,,,,,,,,,,,,,,,,,,
